SN,Province,District,Administrative Division,Position,Ward,Age,Gender,Party,Vote,Status
6410,Province 2,Bara,Prasauni Rural Municipality,Ward President,1,27,M,Communist Party of Nepal (Maoist Centre),407,Elected
6411,Province 2,Bara,Prasauni Rural Municipality,Ward Member,1,58,M,Communist Party of Nepal (Maoist Centre),462,Elected
6412,Province 2,Bara,Prasauni Rural Municipality,Ward Member,1,49,M,Communist Party of Nepal (Maoist Centre),454,Elected
6413,Province 2,Bara,Prasauni Rural Municipality,Female Ward Member,1,44,F,Communist Party of Nepal (Maoist Centre),464,Elected
6414,Province 2,Bara,Prasauni Rural Municipality,Dalit Female Ward Member,1,50,F,Communist Party of Nepal (Maoist Centre),467,Elected
6415,Province 2,Bara,Prasauni Rural Municipality,Ward President,2,40,M,"Rastriya Janata Party, Nepal",472,Elected
6416,Province 2,Bara,Prasauni Rural Municipality,Ward Member,2,44,M,"Rastriya Janata Party, Nepal",427,Elected
6417,Province 2,Bara,Prasauni Rural Municipality,Ward Member,2,39,M,"Rastriya Janata Party, Nepal",381,Elected
6418,Province 2,Bara,Prasauni Rural Municipality,Female Ward Member,2,55,F,"Rastriya Janata Party, Nepal",420,Elected
6419,Province 2,Bara,Prasauni Rural Municipality,Dalit Female Ward Member,2,33,F,"Rastriya Janata Party, Nepal",430,Elected
6420,Province 2,Bara,Prasauni Rural Municipality,Ward President,3,34,M,"Rastriya Janata Party, Nepal",239,Elected
6421,Province 2,Bara,Prasauni Rural Municipality,Ward Member,3,56,M,"Rastriya Janata Party, Nepal",240,Elected
6422,Province 2,Bara,Prasauni Rural Municipality,Ward Member,3,56,M,"Rastriya Janata Party, Nepal",236,Elected
6423,Province 2,Bara,Prasauni Rural Municipality,Female Ward Member,3,50,F,"Rastriya Janata Party, Nepal",253,Elected
6424,Province 2,Bara,Prasauni Rural Municipality,Dalit Female Ward Member,3,34,F,"Rastriya Janata Party, Nepal",249,Elected
6425,Province 2,Bara,Prasauni Rural Municipality,Ward President,4,30,M,"Rastriya Janata Party, Nepal",506,Elected
6426,Province 2,Bara,Prasauni Rural Municipality,Ward Member,4,34,M,"Rastriya Janata Party, Nepal",503,Elected
6427,Province 2,Bara,Prasauni Rural Municipality,Ward Member,4,27,M,"Rastriya Janata Party, Nepal",492,Elected
6428,Province 2,Bara,Prasauni Rural Municipality,Female Ward Member,4,49,F,"Rastriya Janata Party, Nepal",494,Elected
6429,Province 2,Bara,Prasauni Rural Municipality,Dalit Female Ward Member,4,45,F,"Rastriya Janata Party, Nepal",516,Elected
6430,Province 2,Bara,Prasauni Rural Municipality,Ward President,5,53,M,"Rastriya Janata Party, Nepal",456,Elected
6431,Province 2,Bara,Prasauni Rural Municipality,Ward Member,5,56,M,"Rastriya Janata Party, Nepal",440,Elected
6432,Province 2,Bara,Prasauni Rural Municipality,Ward Member,5,39,M,"Rastriya Janata Party, Nepal",432,Elected
6433,Province 2,Bara,Prasauni Rural Municipality,Female Ward Member,5,44,F,"Rastriya Janata Party, Nepal",472,Elected
6434,Province 2,Bara,Prasauni Rural Municipality,Dalit Female Ward Member,5,49,F,"Rastriya Janata Party, Nepal",470,Elected
6435,Province 2,Bara,Prasauni Rural Municipality,Ward President,6,34,M,Communist Party of Nepal (Maoist Centre),536,Elected
6436,Province 2,Bara,Prasauni Rural Municipality,Ward Member,6,51,M,Communist Party of Nepal (Maoist Centre),492,Elected
6437,Province 2,Bara,Prasauni Rural Municipality,Ward Member,6,36,M,Communist Party of Nepal (Maoist Centre),460,Elected
6438,Province 2,Bara,Prasauni Rural Municipality,Female Ward Member,6,48,F,Communist Party of Nepal (Maoist Centre),496,Elected
6439,Province 2,Bara,Prasauni Rural Municipality,Dalit Female Ward Member,6,65,F,Communist Party of Nepal (Maoist Centre),499,Elected
6440,Province 2,Bara,Prasauni Rural Municipality,Ward President,7,41,M,Nepali Congress,511,Elected
6441,Province 2,Bara,Prasauni Rural Municipality,Ward Member,7,59,M,Nepali Congress,476,Elected
6442,Province 2,Bara,Prasauni Rural Municipality,Ward Member,7,23,M,"Rastriya Janata Party, Nepal",468,Elected
6443,Province 2,Bara,Prasauni Rural Municipality,Female Ward Member,7,39,F,Nepali Congress,485,Elected
6444,Province 2,Bara,Prasauni Rural Municipality,Dalit Female Ward Member,7,46,F,Nepali Congress,481,Elected
6445,Province 2,Bara,Pheta Rural Municipality,Mayor,,49,M,Sanghiya Samajbadi Forum-Nepal (SSFN),"2,611",Elected
6446,Province 2,Bara,Pheta Rural Municipality,Vice-Mayor,,51,F,Sanghiya Samajbadi Forum-Nepal (SSFN),"2,169",Elected
6447,Province 2,Bara,Pheta Rural Municipality,Ward President,1,27,M,Nepal Loktantric Forum,434,Elected
6448,Province 2,Bara,Pheta Rural Municipality,Ward Member,1,30,M,"Rastriya Janata Party, Nepal",393,Elected
6449,Province 2,Bara,Pheta Rural Municipality,Ward Member,1,38,M,Nepal Loktantric Forum,382,Elected
6450,Province 2,Bara,Pheta Rural Municipality,Female Ward Member,1,46,F,Communist Party of Nepal (Maoist Centre),408,Elected
6451,Province 2,Bara,Pheta Rural Municipality,Dalit Female Ward Member,1,40,F,Nepal Loktantric Forum,383,Elected
6452,Province 2,Bara,Pheta Rural Municipality,Ward President,2,25,M,Communist Party of Nepal (UML),244,Elected
6453,Province 2,Bara,Pheta Rural Municipality,Ward Member,2,45,M,Sanghiya Samajbadi Forum-Nepal (SSFN),195,Elected
6454,Province 2,Bara,Pheta Rural Municipality,Ward Member,2,35,M,Sanghiya Samajbadi Forum-Nepal (SSFN),183,Elected
6455,Province 2,Bara,Pheta Rural Municipality,Female Ward Member,2,46,F,Sanghiya Samajbadi Forum-Nepal (SSFN),212,Elected
6456,Province 2,Bara,Pheta Rural Municipality,Dalit Female Ward Member,2,44,F,Sanghiya Samajbadi Forum-Nepal (SSFN),210,Elected
6457,Province 2,Bara,Pheta Rural Municipality,Ward President,3,32,M,Sanghiya Samajbadi Forum-Nepal (SSFN),793,Elected
6458,Province 2,Bara,Pheta Rural Municipality,Ward Member,3,38,M,Sanghiya Samajbadi Forum-Nepal (SSFN),722,Elected
6459,Province 2,Bara,Pheta Rural Municipality,Ward Member,3,36,M,Sanghiya Samajbadi Forum-Nepal (SSFN),585,Elected
6460,Province 2,Bara,Pheta Rural Municipality,Female Ward Member,3,53,F,Sanghiya Samajbadi Forum-Nepal (SSFN),760,Elected
6461,Province 2,Bara,Pheta Rural Municipality,Dalit Female Ward Member,3,47,F,Sanghiya Samajbadi Forum-Nepal (SSFN),746,Elected
6462,Province 2,Bara,Pheta Rural Municipality,Ward President,4,40,M,Nepal Loktantric Forum,310,Elected
6463,Province 2,Bara,Pheta Rural Municipality,Ward Member,4,39,M,Sanghiya Samajbadi Forum-Nepal (SSFN),246,Elected
6464,Province 2,Bara,Pheta Rural Municipality,Ward Member,4,50,M,Nepal Loktantric Forum,244,Elected
6465,Province 2,Bara,Pheta Rural Municipality,Female Ward Member,4,49,F,Sanghiya Samajbadi Forum-Nepal (SSFN),264,Elected
6466,Province 2,Bara,Pheta Rural Municipality,Dalit Female Ward Member,4,69,F,Nepal Loktantric Forum,294,Elected
6467,Province 2,Bara,Pheta Rural Municipality,Ward President,5,35,M,Nepal Loktantric Forum,128,Elected
6468,Province 2,Bara,Pheta Rural Municipality,Ward Member,5,58,M,Nepal Loktantric Forum,134,Elected
6469,Province 2,Bara,Pheta Rural Municipality,Ward Member,5,53,M,Nepal Loktantric Forum,125,Elected
6470,Province 2,Bara,Pheta Rural Municipality,Female Ward Member,5,37,F,Nepal Loktantric Forum,131,Elected
6471,Province 2,Bara,Pheta Rural Municipality,Ward President,6,49,M,Communist Party of Nepal (UML),277,Elected
6472,Province 2,Bara,Pheta Rural Municipality,Ward Member,6,49,M,Communist Party of Nepal (UML),273,Elected
6473,Province 2,Bara,Pheta Rural Municipality,Ward Member,6,75,M,Communist Party of Nepal (UML),268,Elected
6474,Province 2,Bara,Pheta Rural Municipality,Female Ward Member,6,47,F,Communist Party of Nepal (UML),274,Elected
6475,Province 2,Bara,Pheta Rural Municipality,Ward President,7,47,M,Nepal Loktantric Forum,680,Elected
6476,Province 2,Bara,Pheta Rural Municipality,Ward Member,7,39,M,Nepal Loktantric Forum,688,Elected
6477,Province 2,Bara,Pheta Rural Municipality,Ward Member,7,38,M,Nepal Loktantric Forum,648,Elected
6478,Province 2,Bara,Pheta Rural Municipality,Female Ward Member,7,71,F,Nepal Loktantric Forum,696,Elected
6479,Province 2,Bara,Pheta Rural Municipality,Dalit Female Ward Member,7,43,F,Nepal Loktantric Forum,692,Elected
6480,Province 2,Bara,Baragadhi Rural Municipality,Mayor,,62,M,Nepali Congress,"2,618",Elected
6481,Province 2,Bara,Baragadhi Rural Municipality,Vice-Mayor,,27,F,Sanghiya Samajbadi Forum-Nepal (SSFN),"2,580",Elected
6482,Province 2,Bara,Baragadhi Rural Municipality,Ward President,1,59,M,Nepali Congress,433,Elected
6483,Province 2,Bara,Baragadhi Rural Municipality,Ward Member,1,81,M,Nepali Congress,495,Elected
6484,Province 2,Bara,Baragadhi Rural Municipality,Ward Member,1,47,M,Nepali Congress,479,Elected
6485,Province 2,Bara,Baragadhi Rural Municipality,Female Ward Member,1,54,F,Nepali Congress,503,Elected
6486,Province 2,Bara,Baragadhi Rural Municipality,Dalit Female Ward Member,1,42,F,Nepali Congress,503,Elected
6487,Province 2,Bara,Baragadhi Rural Municipality,Ward President,2,63,M,Communist Party of Nepal (UML),486,Elected
6488,Province 2,Bara,Baragadhi Rural Municipality,Ward Member,2,50,M,Communist Party of Nepal (UML),588,Elected
6489,Province 2,Bara,Baragadhi Rural Municipality,Ward Member,2,45,M,Communist Party of Nepal (UML),540,Elected
6490,Province 2,Bara,Baragadhi Rural Municipality,Female Ward Member,2,45,F,Communist Party of Nepal (UML),562,Elected
6491,Province 2,Bara,Baragadhi Rural Municipality,Dalit Female Ward Member,2,54,F,Communist Party of Nepal (UML),541,Elected
6492,Province 2,Bara,Baragadhi Rural Municipality,Ward President,3,54,M,Communist Party of Nepal (UML),437,Elected
6493,Province 2,Bara,Baragadhi Rural Municipality,Ward Member,3,38,M,Nepali Congress,386,Elected
6494,Province 2,Bara,Baragadhi Rural Municipality,Ward Member,3,59,M,Communist Party of Nepal (UML),385,Elected
6495,Province 2,Bara,Baragadhi Rural Municipality,Female Ward Member,3,45,F,Communist Party of Nepal (UML),373,Elected
6496,Province 2,Bara,Baragadhi Rural Municipality,Dalit Female Ward Member,3,41,F,Nepali Congress,387,Elected
6497,Province 2,Bara,Baragadhi Rural Municipality,Ward President,4,54,M,Nepali Congress,571,Elected
6498,Province 2,Bara,Baragadhi Rural Municipality,Ward Member,4,44,M,Nepali Congress,570,Elected
6499,Province 2,Bara,Baragadhi Rural Municipality,Ward Member,4,34,M,Nepali Congress,541,Elected
6500,Province 2,Bara,Baragadhi Rural Municipality,Female Ward Member,4,46,F,Nepali Congress,585,Elected
6501,Province 2,Bara,Baragadhi Rural Municipality,Dalit Female Ward Member,4,53,F,Nepali Congress,585,Elected
6502,Province 2,Bara,Baragadhi Rural Municipality,Ward President,5,35,M,Sanghiya Samajbadi Forum-Nepal (SSFN),671,Elected
6503,Province 2,Bara,Baragadhi Rural Municipality,Ward Member,5,39,M,Sanghiya Samajbadi Forum-Nepal (SSFN),550,Elected
6504,Province 2,Bara,Baragadhi Rural Municipality,Ward Member,5,34,M,Sanghiya Samajbadi Forum-Nepal (SSFN),548,Elected
6505,Province 2,Bara,Baragadhi Rural Municipality,Female Ward Member,5,38,F,Sanghiya Samajbadi Forum-Nepal (SSFN),570,Elected
6506,Province 2,Bara,Baragadhi Rural Municipality,Dalit Female Ward Member,5,36,F,Sanghiya Samajbadi Forum-Nepal (SSFN),575,Elected
6507,Province 2,Bara,Baragadhi Rural Municipality,Ward President,6,38,M,Sanghiya Samajbadi Forum-Nepal (SSFN),534,Elected
6508,Province 2,Bara,Baragadhi Rural Municipality,Ward Member,6,48,M,Sanghiya Samajbadi Forum-Nepal (SSFN),392,Elected
6509,Province 2,Bara,Baragadhi Rural Municipality,Ward Member,6,31,M,Sanghiya Samajbadi Forum-Nepal (SSFN),372,Elected
6510,Province 2,Bara,Baragadhi Rural Municipality,Female Ward Member,6,29,F,Sanghiya Samajbadi Forum-Nepal (SSFN),460,Elected
6511,Province 2,Bara,Baragadhi Rural Municipality,Dalit Female Ward Member,6,42,F,Sanghiya Samajbadi Forum-Nepal (SSFN),445,Elected
6512,Province 2,Bara,Mahagadhimai Urban Municipality,Mayor,,38,M,Nepali Congress,"5,765",Elected
6513,Province 2,Bara,Mahagadhimai Urban Municipality,Vice-Mayor,,52,F,Nepali Congress,"5,375",Elected
6514,Province 2,Bara,Mahagadhimai Urban Municipality,Ward President,1,69,M,Nepali Congress,"1,175",Elected
6515,Province 2,Bara,Mahagadhimai Urban Municipality,Ward Member,1,62,M,Nepali Congress,"1,182",Elected
6516,Province 2,Bara,Mahagadhimai Urban Municipality,Ward Member,1,50,M,Nepali Congress,"1,041",Elected
6517,Province 2,Bara,Mahagadhimai Urban Municipality,Female Ward Member,1,49,F,Nepali Congress,"1,132",Elected
6518,Province 2,Bara,Mahagadhimai Urban Municipality,Dalit Female Ward Member,1,53,F,Nepali Congress,"1,214",Elected
6519,Province 2,Bara,Mahagadhimai Urban Municipality,Ward President,2,43,M,Communist Party of Nepal (Maoist Centre),882,Elected
6520,Province 2,Bara,Mahagadhimai Urban Municipality,Ward Member,2,60,M,Communist Party of Nepal (Maoist Centre),870,Elected
6521,Province 2,Bara,Mahagadhimai Urban Municipality,Ward Member,2,43,M,Communist Party of Nepal (Maoist Centre),861,Elected
6522,Province 2,Bara,Mahagadhimai Urban Municipality,Female Ward Member,2,62,F,Communist Party of Nepal (Maoist Centre),917,Elected
6523,Province 2,Bara,Mahagadhimai Urban Municipality,Dalit Female Ward Member,2,50,F,Communist Party of Nepal (Maoist Centre),918,Elected
6524,Province 2,Bara,Mahagadhimai Urban Municipality,Ward President,3,48,M,Nepali Congress,356,Elected
6525,Province 2,Bara,Mahagadhimai Urban Municipality,Ward Member,3,44,M,Nepali Congress,294,Elected
6526,Province 2,Bara,Mahagadhimai Urban Municipality,Ward Member,3,64,M,Nepali Congress,263,Elected
6527,Province 2,Bara,Mahagadhimai Urban Municipality,Female Ward Member,3,73,F,Nepali Congress,301,Elected
6528,Province 2,Bara,Mahagadhimai Urban Municipality,Dalit Female Ward Member,3,70,F,Nepali Congress,300,Elected
6529,Province 2,Bara,Mahagadhimai Urban Municipality,Ward President,4,36,M,Communist Party of Nepal (Maoist Centre),772,Elected
6530,Province 2,Bara,Mahagadhimai Urban Municipality,Ward Member,4,47,M,Communist Party of Nepal (Maoist Centre),715,Elected
6531,Province 2,Bara,Mahagadhimai Urban Municipality,Ward Member,4,46,M,Communist Party of Nepal (Maoist Centre),672,Elected
6532,Province 2,Bara,Mahagadhimai Urban Municipality,Female Ward Member,4,38,F,Communist Party of Nepal (Maoist Centre),735,Elected
6533,Province 2,Bara,Mahagadhimai Urban Municipality,Dalit Female Ward Member,4,51,F,Communist Party of Nepal (Maoist Centre),723,Elected
6534,Province 2,Bara,Mahagadhimai Urban Municipality,Ward President,5,44,M,Sanghiya Samajbadi Forum-Nepal (SSFN),786,Elected
6535,Province 2,Bara,Mahagadhimai Urban Municipality,Ward Member,5,43,M,Sanghiya Samajbadi Forum-Nepal (SSFN),753,Elected
6536,Province 2,Bara,Mahagadhimai Urban Municipality,Ward Member,5,53,M,Sanghiya Samajbadi Forum-Nepal (SSFN),718,Elected
6537,Province 2,Bara,Mahagadhimai Urban Municipality,Female Ward Member,5,44,F,Sanghiya Samajbadi Forum-Nepal (SSFN),764,Elected
6538,Province 2,Bara,Mahagadhimai Urban Municipality,Dalit Female Ward Member,5,49,F,Sanghiya Samajbadi Forum-Nepal (SSFN),756,Elected
6539,Province 2,Bara,Mahagadhimai Urban Municipality,Ward President,6,53,M,Nepali Congress,751,Elected
6540,Province 2,Bara,Mahagadhimai Urban Municipality,Ward Member,6,50,M,Nepali Congress,743,Elected
6541,Province 2,Bara,Mahagadhimai Urban Municipality,Ward Member,6,48,M,Nepali Congress,674,Elected
6542,Province 2,Bara,Mahagadhimai Urban Municipality,Female Ward Member,6,48,F,Nepali Congress,712,Elected
6543,Province 2,Bara,Mahagadhimai Urban Municipality,Dalit Female Ward Member,6,52,F,Nepali Congress,715,Elected
6544,Province 2,Bara,Mahagadhimai Urban Municipality,Ward President,7,46,M,Nepali Congress,493,Elected
6545,Province 2,Bara,Mahagadhimai Urban Municipality,Ward Member,7,72,M,Nepali Congress,472,Elected
6546,Province 2,Bara,Mahagadhimai Urban Municipality,Ward Member,7,29,M,Nepali Congress,444,Elected
6547,Province 2,Bara,Mahagadhimai Urban Municipality,Female Ward Member,7,47,F,Nepali Congress,470,Elected
6548,Province 2,Bara,Mahagadhimai Urban Municipality,Dalit Female Ward Member,7,45,F,Nepali Congress,471,Elected
6549,Province 2,Bara,Mahagadhimai Urban Municipality,Ward President,8,48,M,Nepali Congress,653,Elected
6550,Province 2,Bara,Mahagadhimai Urban Municipality,Ward Member,8,46,M,Nepali Congress,624,Elected
6551,Province 2,Bara,Mahagadhimai Urban Municipality,Ward Member,8,61,M,Nepali Congress,610,Elected
6552,Province 2,Bara,Mahagadhimai Urban Municipality,Female Ward Member,8,36,F,Nepali Congress,654,Elected
6553,Province 2,Bara,Mahagadhimai Urban Municipality,Dalit Female Ward Member,8,33,F,Nepali Congress,626,Elected
6554,Province 2,Bara,Mahagadhimai Urban Municipality,Ward President,9,45,M,Communist Party of Nepal (Maoist Centre),500,Elected
6555,Province 2,Bara,Mahagadhimai Urban Municipality,Ward Member,9,64,M,Communist Party of Nepal (Maoist Centre),479,Elected
6556,Province 2,Bara,Mahagadhimai Urban Municipality,Ward Member,9,31,M,Communist Party of Nepal (Maoist Centre),476,Elected
6557,Province 2,Bara,Mahagadhimai Urban Municipality,Female Ward Member,9,38,F,Communist Party of Nepal (Maoist Centre),500,Elected
6558,Province 2,Bara,Mahagadhimai Urban Municipality,Dalit Female Ward Member,9,44,F,Communist Party of Nepal (Maoist Centre),485,Elected
6559,Province 2,Bara,Mahagadhimai Urban Municipality,Ward President,10,36,M,Sanghiya Samajbadi Forum-Nepal (SSFN),620,Elected
6560,Province 2,Bara,Mahagadhimai Urban Municipality,Ward Member,10,58,M,Sanghiya Samajbadi Forum-Nepal (SSFN),714,Elected
6561,Province 2,Bara,Mahagadhimai Urban Municipality,Ward Member,10,70,M,Sanghiya Samajbadi Forum-Nepal (SSFN),642,Elected
6562,Province 2,Bara,Mahagadhimai Urban Municipality,Female Ward Member,10,44,F,Sanghiya Samajbadi Forum-Nepal (SSFN),766,Elected
6563,Province 2,Bara,Mahagadhimai Urban Municipality,Dalit Female Ward Member,10,47,F,Sanghiya Samajbadi Forum-Nepal (SSFN),634,Elected
6564,Province 2,Bara,Mahagadhimai Urban Municipality,Ward President,11,46,M,Sanghiya Samajbadi Forum-Nepal (SSFN),647,Elected
6565,Province 2,Bara,Mahagadhimai Urban Municipality,Ward Member,11,49,M,Sanghiya Samajbadi Forum-Nepal (SSFN),652,Elected
6566,Province 2,Bara,Mahagadhimai Urban Municipality,Ward Member,11,47,M,Sanghiya Samajbadi Forum-Nepal (SSFN),651,Elected
6567,Province 2,Bara,Mahagadhimai Urban Municipality,Female Ward Member,11,31,F,Sanghiya Samajbadi Forum-Nepal (SSFN),652,Elected
6568,Province 2,Bara,Mahagadhimai Urban Municipality,Dalit Female Ward Member,11,47,F,Sanghiya Samajbadi Forum-Nepal (SSFN),653,Elected
6569,Province 2,Bara,Bishrampur Rural Municipality,Mayor,,45,M,Nepal Loktantric Forum,"3,636",Elected
